58051.0423235  2.334505e+01  8.100000e-02 w
58051.0433233  2.344783e+01  8.700000e-02 w
58051.0441931  2.353764e+01  9.200000e-02 w
58051.0451829  2.359343e+01  9.400000e-02 w
58051.0462727  2.338819e+01  8.400000e-02 w
58051.0480524  2.345295e+01  6.600000e-02 w
58051.0490222  2.339174e+01  6.300000e-02 w
58051.0530315  2.355287e+01  6.800000e-02 w
58051.0539313  2.356468e+01  6.900001e-02 w
58051.0547711  2.368249e+01  7.400000e-02 w
58051.0555910  2.365832e+01  7.300000e-02 w
58051.0564708  2.375613e+01  7.700000e-02 w
58051.0573106  2.371294e+01  7.500000e-02 w
58051.0581605  2.387276e+01  8.300000e-02 w
58051.0594202  2.347754e+01  9.900000e-02 w
58051.0603001  2.361835e+01  1.080000e-01 w
58051.0613199  2.389614e+01  1.330000e-01 w
58051.0621397  2.387696e+01  1.330000e-01 w
58051.0630096  2.381477e+01  1.300000e-01 w
58051.0638494  2.405759e+01  1.520000e-01 w
58051.0648292  2.382038e+01  1.270000e-01 w
58051.0656991  2.375219e+01  1.220000e-01 w
58051.0665889  2.405099e+01  1.480000e-01 w
58051.0674087  2.405082e+01  1.520000e-01 w
58051.0683286  2.399162e+01  1.420000e-01 w
58051.0691284  2.386045e+01  1.280000e-01 w
58051.0700482  2.392825e+01  1.390000e-01 w
58051.0708281  2.415208e+01  1.630000e-01 w
58051.0718679  2.429385e+01  1.830000e-01 w
58051.0753972  2.512799e+01  3.590000e-01 w
58051.0821860  2.525452e+01  4.490000e-01 w
58051.0887347  2.563311e+01  5.570000e-01 w
58051.0927840  2.560923e+01  5.340000e-01 w
58051.0965432  2.615342e+01  9.710000e-01 w
58051.0988528  2.579983e+01  3.970000e-01 w
58051.0996827  2.532965e+01  2.890000e-01 w
58051.1004825  2.532347e+01  2.770000e-01 w
58051.1012724  2.549130e+01  3.000000e-01 w
58051.1020622  2.498713e+01  2.050000e-01 w
58051.1046117  2.538372e+01  2.360000e-01 w
58051.1054216  2.566155e+01  2.900000e-01 w
58051.1062114  2.554638e+01  2.710000e-01 w
58051.1069813  2.578721e+01  3.160000e-01 w
58051.1081111  2.545397e+01  2.530000e-01 w
58051.1088909  2.504580e+01  1.860000e-01 w
58051.1099307  2.525958e+01  2.140000e-01 w
58051.1110605  2.501539e+01  2.980000e-01 w
58051.1118504  2.514422e+01  3.320000e-01 w
58051.1137900  2.483680e+01  2.610000e-01 w
58051.1146198  2.471362e+01  2.350000e-01 w
58051.1154397  2.545645e+01  4.440000e-01 w
58051.9751962  2.406099e+01  1.200000e-01 w
58051.9772958  2.363056e+01  1.200000e-01 w
58051.9786855  2.378027e+01  1.200000e-01 w
58051.9897834  2.360799e+01  1.200000e-01 w
58051.9910831  2.338772e+01  1.200000e-01 w
58051.9924828  2.347744e+01  1.200000e-01 w
58051.9945824  2.357178e+01  7.000000e-02 w
58051.9966820  2.325135e+01  1.000000e-01 w
58051.9980818  2.368106e+01  1.000000e-01 w
58052.0001814  2.355610e+01  1.000000e-01 w
58052.0015811  2.339581e+01  1.000000e-01 w
58052.0036807  2.359538e+01  1.000000e-01 w
58052.0049804  2.335511e+01  1.000000e-01 w
58052.0070800  2.343468e+01  1.000000e-01 w
58052.0084798  2.322439e+01  1.000000e-01 w
58052.0105794  2.340396e+01  1.000000e-01 w
58052.0119791  2.325368e+01  1.000000e-01 w
58052.0140787  2.318325e+01  1.000000e-01 w
58052.0154784  2.323296e+01  1.000000e-01 w
58052.0202775  2.319197e+01  1.000000e-01 w
58052.0223771  2.318154e+01  1.000000e-01 w
58052.0237768  2.324578e+01  1.000000e-01 w
58052.0258764  2.318536e+01  1.000000e-01 w
58052.0272762  2.317507e+01  1.000000e-01 w
58052.0299757  2.314974e+01  1.200000e-01 w
58052.0313754  2.297945e+01  1.200000e-01 w
58052.0327751  2.322916e+01  1.200000e-01 w
58052.0428932  2.309741e+01  8.000000e-02 w
58052.0436630  2.310726e+01  7.700000e-02 w
58052.0444529  2.314710e+01  5.300000e-02 w
58052.0452527  2.310893e+01  9.200000e-02 w
58052.0460226  2.304977e+01  8.300000e-02 w
58052.0468324  2.357061e+01  1.850000e-01 w
58052.0476423  2.322444e+01  1.090000e-01 w
