58051.0423235  2.347211e+01
58051.0425857  2.347499e+01
58051.0428480  2.347789e+01
58051.0431102  2.348082e+01
58051.0433724  2.348379e+01
58051.0436347  2.348678e+01
58051.0438969  2.348981e+01
58051.0441592  2.349287e+01
58051.0444214  2.349596e+01
58051.0446836  2.349908e+01
58051.0449459  2.350223e+01
58051.0452081  2.350542e+01
58051.0454704  2.350864e+01
58051.0457326  2.351190e+01
58051.0459948  2.351518e+01
58051.0462571  2.351850e+01
58051.0465193  2.352185e+01
58051.0467816  2.352524e+01
58051.0470438  2.352866e+01
58051.0473060  2.353212e+01
58051.0475683  2.353561e+01
58051.0478305  2.353913e+01
58051.0480928  2.354269e+01
58051.0483550  2.354628e+01
58051.0486173  2.354991e+01
58051.0488795  2.355357e+01
58051.0491417  2.355727e+01
58051.0494040  2.356101e+01
58051.0496662  2.356478e+01
58051.0499285  2.356859e+01
58051.0501907  2.357243e+01
58051.0504529  2.357631e+01
58051.0507152  2.358023e+01
58051.0509774  2.358418e+01
58051.0512397  2.358818e+01
58051.0515019  2.359221e+01
58051.0517641  2.359628e+01
58051.0520264  2.360038e+01
58051.0522886  2.360453e+01
58051.0525509  2.360872e+01
58051.0528131  2.361294e+01
58051.0530753  2.361720e+01
58051.0533376  2.362151e+01
58051.0535998  2.362585e+01
58051.0538621  2.363024e+01
58051.0541243  2.363466e+01
58051.0543866  2.363913e+01
58051.0546488  2.364364e+01
58051.0549110  2.364819e+01
58051.0551733  2.365278e+01
58051.0554355  2.365742e+01
58051.0556978  2.366209e+01
58051.0559600  2.366681e+01
58051.0562222  2.367158e+01
58051.0564845  2.367639e+01
58051.0567467  2.368124e+01
58051.0570090  2.368614e+01
58051.0572712  2.369108e+01
58051.0575334  2.369607e+01
58051.0577957  2.370110e+01
58051.0580579  2.370619e+01
58051.0583202  2.371131e+01
58051.0585824  2.371649e+01
58051.0588446  2.372171e+01
58051.0591069  2.372698e+01
58051.0593691  2.373230e+01
58051.0596314  2.373767e+01
58051.0598936  2.374309e+01
58051.0601559  2.374856e+01
58051.0604181  2.375408e+01
58051.0606803  2.375965e+01
58051.0609426  2.376527e+01
58051.0612048  2.377095e+01
58051.0614671  2.377668e+01
58051.0617293  2.378246e+01
58051.0619915  2.378829e+01
58051.0622538  2.379418e+01
58051.0625160  2.380012e+01
58051.0627783  2.380612e+01
58051.0630405  2.381218e+01
58051.0633027  2.381829e+01
58051.0635650  2.382446e+01
58051.0638272  2.383069e+01
58051.0640895  2.383698e+01
58051.0643517  2.384333e+01
58051.0646139  2.384974e+01
58051.0648762  2.385621e+01
58051.0651384  2.386274e+01
58051.0654007  2.386933e+01
58051.0656629  2.387599e+01
58051.0659252  2.388271e+01
58051.0661874  2.388949e+01
58051.0664496  2.389634e+01
58051.0667119  2.390326e+01
58051.0669741  2.391025e+01
58051.0672364  2.391730e+01
58051.0674986  2.392442e+01
58051.0677608  2.393162e+01
58051.0680231  2.393888e+01
58051.0682853  2.394622e+01
58051.0685476  2.395362e+01
58051.0688098  2.396111e+01
58051.0690720  2.396867e+01
58051.0693343  2.397630e+01
58051.0695965  2.398401e+01
58051.0698588  2.399180e+01
58051.0701210  2.399967e+01
58051.0703832  2.400762e+01
58051.0706455  2.401566e+01
58051.0709077  2.402377e+01
58051.0711700  2.403197e+01
58051.0714322  2.404026e+01
58051.0716945  2.404863e+01
58051.0719567  2.405709e+01
58051.0722189  2.406564e+01
58051.0724812  2.407428e+01
58051.0727434  2.408302e+01
58051.0730057  2.409185e+01
58051.0732679  2.410077e+01
58051.0735301  2.410979e+01
58051.0737924  2.411892e+01
58051.0740546  2.412814e+01
58051.0743169  2.413746e+01
58051.0745791  2.414689e+01
58051.0748413  2.415642e+01
58051.0751036  2.416606e+01
58051.0753658  2.417581e+01
58051.0756281  2.418567e+01
58051.0758903  2.419565e+01
58051.0761525  2.420574e+01
58051.0764148  2.421595e+01
58051.0766770  2.422627e+01
58051.0769393  2.423672e+01
58051.0772015  2.424729e+01
58051.0774637  2.425799e+01
58051.0777260  2.426881e+01
58051.0779882  2.427977e+01
58051.0782505  2.429085e+01
58051.0785127  2.430207e+01
58051.0787750  2.431343e+01
58051.0790372  2.432493e+01
58051.0792994  2.433656e+01
58051.0795617  2.434835e+01
58051.0798239  2.436027e+01
58051.0800862  2.437235e+01
58051.0803484  2.438458e+01
58051.0806106  2.439696e+01
58051.0808729  2.440949e+01
58051.0811351  2.442218e+01
58051.0813974  2.443504e+01
58051.0816596  2.444805e+01
58051.0819218  2.446123e+01
58051.0821841  2.447458e+01
58051.0824463  2.448809e+01
58051.0827086  2.450177e+01
58051.0829708  2.451562e+01
58051.0832330  2.452965e+01
58051.0834953  2.454385e+01
58051.0837575  2.455823e+01
58051.0840198  2.457278e+01
58051.0842820  2.458751e+01
58051.0845443  2.460241e+01
58051.0848065  2.461749e+01
58051.0850687  2.463275e+01
58051.0853310  2.464818e+01
58051.0855932  2.466379e+01
58051.0858555  2.467957e+01
58051.0861177  2.469551e+01
58051.0863799  2.471163e+01
58051.0866422  2.472790e+01
58051.0869044  2.474434e+01
58051.0871667  2.476092e+01
58051.0874289  2.477765e+01
58051.0876911  2.479453e+01
58051.0879534  2.481153e+01
58051.0882156  2.482866e+01
58051.0884779  2.484590e+01
58051.0887401  2.486324e+01
58051.0890023  2.488067e+01
58051.0892646  2.489818e+01
58051.0895268  2.491575e+01
58051.0897891  2.493337e+01
58051.0900513  2.495102e+01
58051.0903136  2.496868e+01
58051.0905758  2.498634e+01
58051.0908380  2.500397e+01
58051.0911003  2.502155e+01
58051.0913625  2.503907e+01
58051.0916248  2.505649e+01
58051.0918870  2.507380e+01
58051.0921492  2.509096e+01
58051.0924115  2.510796e+01
58051.0926737  2.512476e+01
58051.0929360  2.514135e+01
58051.0931982  2.515770e+01
58051.0934604  2.517377e+01
58051.0937227  2.518954e+01
58051.0939849  2.520500e+01
58051.0942472  2.522011e+01
58051.0945094  2.523484e+01
58051.0947716  2.524918e+01
58051.0950339  2.526310e+01
58051.0952961  2.527658e+01
58051.0955584  2.528959e+01
58051.0958206  2.530213e+01
58051.0960829  2.531417e+01
58051.0963451  2.532569e+01
58051.0966073  2.533668e+01
58051.0968696  2.534713e+01
58051.0971318  2.535702e+01
58051.0973941  2.536635e+01
58051.0976563  2.537510e+01
58051.0979185  2.538327e+01
58051.0981808  2.539086e+01
58051.0984430  2.539785e+01
58051.0987053  2.540425e+01
58051.0989675  2.541005e+01
58051.0992297  2.541525e+01
58051.0994920  2.541986e+01
58051.0997542  2.542387e+01
58051.1000165  2.542729e+01
58051.1002787  2.543013e+01
58051.1005409  2.543238e+01
58051.1008032  2.543405e+01
58051.1010654  2.543516e+01
58051.1013277  2.543570e+01
58051.1015899  2.543569e+01
58051.1018522  2.543513e+01
58051.1021144  2.543403e+01
58051.1023766  2.543240e+01
58051.1026389  2.543025e+01
58051.1029011  2.542759e+01
58051.1031634  2.542443e+01
58051.1034256  2.542078e+01
58051.1036878  2.541665e+01
58051.1039501  2.541205e+01
58051.1042123  2.540700e+01
58051.1044746  2.540150e+01
58051.1047368  2.539557e+01
58051.1049990  2.538921e+01
58051.1052613  2.538244e+01
58051.1055235  2.537528e+01
58051.1057858  2.536772e+01
58051.1060480  2.535979e+01
58051.1063102  2.535149e+01
58051.1065725  2.534284e+01
58051.1068347  2.533385e+01
58051.1070970  2.532453e+01
58051.1073592  2.531489e+01
58051.1076215  2.530495e+01
58051.1078837  2.529471e+01
58051.1081459  2.528419e+01
58051.1084082  2.527339e+01
58051.1086704  2.526234e+01
58051.1089327  2.525104e+01
58051.1091949  2.523950e+01
58051.1094571  2.522773e+01
58051.1097194  2.521575e+01
58051.1099816  2.520357e+01
58051.1102439  2.519119e+01
58051.1105061  2.517863e+01
58051.1107683  2.516590e+01
58051.1110306  2.515301e+01
58051.1112928  2.513996e+01
58051.1115551  2.512678e+01
58051.1118173  2.511347e+01
58051.1120795  2.510004e+01
58051.1123418  2.508650e+01
58051.1126040  2.507285e+01
58051.1128663  2.505912e+01
58051.1131285  2.504530e+01
58051.1133907  2.503141e+01
58051.1136530  2.501746e+01
58051.1139152  2.500345e+01
58051.1141775  2.498939e+01
58051.1144397  2.497529e+01
58051.1147020  2.496116e+01
58051.1149642  2.494701e+01
58051.1152264  2.493284e+01
58051.1154887  2.491866e+01
58051.1157509  2.490448e+01
58051.1160132  2.489030e+01
58051.1162754  2.487613e+01
58051.1165376  2.486198e+01
58051.1167999  2.484784e+01
