58051.0423235  2.334505e+01  8.100000e-02 w
58051.0433233  2.344783e+01  8.700000e-02 w
58051.0441931  2.353764e+01  9.200000e-02 w
58051.0451829  2.359343e+01  9.400000e-02 w
58051.0462727  2.338819e+01  8.400000e-02 w
58051.0480524  2.325856e+01  6.600000e-02 w
58051.0490222  2.319736e+01  6.300000e-02 w
58051.0530315  2.335849e+01  6.800000e-02 w
58051.0539313  2.337029e+01  6.900001e-02 w
58051.0547711  2.348811e+01  7.400000e-02 w
58051.0555910  2.346393e+01  7.300000e-02 w
58051.0564708  2.356174e+01  7.700000e-02 w
58051.0573106  2.351856e+01  7.500000e-02 w
58051.0581605  2.367838e+01  8.300000e-02 w
58051.0594202  2.313395e+01  9.900000e-02 w
58051.0603001  2.327476e+01  1.080000e-01 w
58051.0613199  2.355254e+01  1.330000e-01 w
58051.0621397  2.353336e+01  1.330000e-01 w
58051.0630096  2.347117e+01  1.300000e-01 w
58051.0638494  2.371399e+01  1.520000e-01 w
58051.0648292  2.347678e+01  1.270000e-01 w
58051.0656991  2.340859e+01  1.220000e-01 w
58051.0665889  2.370740e+01  1.480000e-01 w
58051.0674087  2.370722e+01  1.520000e-01 w
58051.0683286  2.364802e+01  1.420000e-01 w
58051.0691284  2.351685e+01  1.280000e-01 w
58051.0700482  2.358465e+01  1.390000e-01 w
58051.0708281  2.380848e+01  1.630000e-01 w
58051.0718679  2.395026e+01  1.830000e-01 w
58051.0753972  2.442221e+01  3.590000e-01 w
58051.0821860  2.454874e+01  4.490000e-01 w
58051.0887347  2.492732e+01  5.570000e-01 w
58051.0927840  2.490345e+01  5.340000e-01 w
58051.0965432  2.544764e+01  9.710000e-01 w
58051.0988528  2.579983e+01  3.970000e-01 w
58051.0996827  2.532965e+01  2.890000e-01 w
58051.1004825  2.532347e+01  2.770000e-01 w
58051.1012724  2.549130e+01  3.000000e-01 w
58051.1020622  2.498713e+01  2.050000e-01 w
58051.1046117  2.518934e+01  2.360000e-01 w
58051.1054216  2.546716e+01  2.900000e-01 w
58051.1062114  2.535200e+01  2.710000e-01 w
58051.1069813  2.559283e+01  3.160000e-01 w
58051.1081111  2.525958e+01  2.530000e-01 w
58051.1088909  2.485142e+01  1.860000e-01 w
58051.1099307  2.506519e+01  2.140000e-01 w
58051.1110605  2.467179e+01  2.980000e-01 w
58051.1118504  2.480062e+01  3.320000e-01 w
58051.1137900  2.449320e+01  2.610000e-01 w
58051.1146198  2.437003e+01  2.350000e-01 w
58051.1154397  2.511285e+01  4.440000e-01 w
58051.9751962  2.429263e+01  1.200000e-01 w
58051.9772958  2.386220e+01  1.200000e-01 w
58051.9786855  2.401191e+01  1.200000e-01 w
58051.9897834  2.383963e+01  1.200000e-01 w
58051.9910831  2.361937e+01  1.200000e-01 w
58051.9924828  2.370908e+01  1.200000e-01 w
58051.9945824  2.399409e+01  7.000000e-02 w
58051.9966820  2.367366e+01  1.000000e-01 w
58051.9980818  2.410337e+01  1.000000e-01 w
58052.0001814  2.370436e+01  1.000000e-01 w
58052.0015811  2.354408e+01  1.000000e-01 w
58052.0036807  2.374364e+01  1.000000e-01 w
58052.0049804  2.350338e+01  1.000000e-01 w
58052.0070800  2.358295e+01  1.000000e-01 w
58052.0084798  2.337266e+01  1.000000e-01 w
58052.0105794  2.355223e+01  1.000000e-01 w
58052.0119791  2.340194e+01  1.000000e-01 w
58052.0140787  2.333151e+01  1.000000e-01 w
58052.0154784  2.338122e+01  1.000000e-01 w
58052.0202775  2.334024e+01  1.000000e-01 w
58052.0223771  2.332981e+01  1.000000e-01 w
58052.0237768  2.366809e+01  1.000000e-01 w
58052.0258764  2.360767e+01  1.000000e-01 w
58052.0272762  2.359738e+01  1.000000e-01 w
58052.0299757  2.338138e+01  1.200000e-01 w
58052.0313754  2.321109e+01  1.200000e-01 w
58052.0327751  2.346081e+01  1.200000e-01 w
58052.0428932  2.290303e+01  8.000000e-02 w
58052.0436630  2.291287e+01  7.700000e-02 w
58052.0444529  2.295271e+01  5.300000e-02 w
58052.0452527  2.291455e+01  9.200000e-02 w
58052.0460226  2.285539e+01  8.300000e-02 w
58052.0468324  2.337622e+01  1.850000e-01 w
58052.0476423  2.303006e+01  1.090000e-01 w
