58051.0423235  2.334505e+01  8.100000e-02 w
58051.0433233  2.344783e+01  8.700000e-02 w
58051.0441931  2.353764e+01  9.200000e-02 w
58051.0451829  2.359343e+01  9.400000e-02 w
58051.0462727  2.338819e+01  8.400000e-02 w
58051.0480524  2.341233e+01  6.600000e-02 w
58051.0490222  2.335112e+01  6.300000e-02 w
58051.0530315  2.351225e+01  6.800000e-02 w
58051.0539313  2.352406e+01  6.900001e-02 w
58051.0547711  2.364188e+01  7.400000e-02 w
58051.0555910  2.361770e+01  7.300000e-02 w
58051.0564708  2.371551e+01  7.700000e-02 w
58051.0573106  2.367233e+01  7.500000e-02 w
58051.0581605  2.383214e+01  8.300000e-02 w
58051.0594202  2.322830e+01  9.900000e-02 w
58051.0603001  2.336911e+01  1.080000e-01 w
58051.0613199  2.364689e+01  1.330000e-01 w
58051.0621397  2.362771e+01  1.330000e-01 w
58051.0630096  2.356553e+01  1.300000e-01 w
58051.0638494  2.380834e+01  1.520000e-01 w
58051.0648292  2.357113e+01  1.270000e-01 w
58051.0656991  2.350294e+01  1.220000e-01 w
58051.0665889  2.380175e+01  1.480000e-01 w
58051.0674087  2.380157e+01  1.520000e-01 w
58051.0683286  2.374237e+01  1.420000e-01 w
58051.0691284  2.361120e+01  1.280000e-01 w
58051.0700482  2.367900e+01  1.390000e-01 w
58051.0708281  2.390283e+01  1.630000e-01 w
58051.0718679  2.404461e+01  1.830000e-01 w
58051.0753972  2.481984e+01  3.590000e-01 w
58051.0821860  2.494637e+01  4.490000e-01 w
58051.0887347  2.532495e+01  5.570000e-01 w
58051.0927840  2.530108e+01  5.340000e-01 w
58051.0965432  2.584527e+01  9.710000e-01 w
58051.0988528  2.579983e+01  3.970000e-01 w
58051.0996827  2.532965e+01  2.890000e-01 w
58051.1004825  2.532347e+01  2.770000e-01 w
58051.1012724  2.549130e+01  3.000000e-01 w
58051.1020622  2.498713e+01  2.050000e-01 w
58051.1046117  2.534311e+01  2.360000e-01 w
58051.1054216  2.562093e+01  2.900000e-01 w
58051.1062114  2.550576e+01  2.710000e-01 w
58051.1069813  2.574660e+01  3.160000e-01 w
58051.1081111  2.541335e+01  2.530000e-01 w
58051.1088909  2.500518e+01  1.860000e-01 w
58051.1099307  2.521896e+01  2.140000e-01 w
58051.1110605  2.476615e+01  2.980000e-01 w
58051.1118504  2.489498e+01  3.320000e-01 w
58051.1137900  2.458756e+01  2.610000e-01 w
58051.1146198  2.446438e+01  2.350000e-01 w
58051.1154397  2.520720e+01  4.440000e-01 w
58051.9751962  2.382662e+01  1.200000e-01 w
58051.9772958  2.339619e+01  1.200000e-01 w
58051.9786855  2.354590e+01  1.200000e-01 w
58051.9897834  2.337362e+01  1.200000e-01 w
58051.9910831  2.315335e+01  1.200000e-01 w
58051.9924828  2.324306e+01  1.200000e-01 w
58051.9945824  2.333325e+01  7.000000e-02 w
58051.9966820  2.301282e+01  1.000000e-01 w
58051.9980818  2.344253e+01  1.000000e-01 w
58052.0001814  2.337129e+01  1.000000e-01 w
58052.0015811  2.321100e+01  1.000000e-01 w
58052.0036807  2.341057e+01  1.000000e-01 w
58052.0049804  2.317030e+01  1.000000e-01 w
58052.0070800  2.324987e+01  1.000000e-01 w
58052.0084798  2.303958e+01  1.000000e-01 w
58052.0105794  2.321915e+01  1.000000e-01 w
58052.0119791  2.306887e+01  1.000000e-01 w
58052.0140787  2.299844e+01  1.000000e-01 w
58052.0154784  2.304815e+01  1.000000e-01 w
58052.0202775  2.300716e+01  1.000000e-01 w
58052.0223771  2.299673e+01  1.000000e-01 w
58052.0237768  2.300726e+01  1.000000e-01 w
58052.0258764  2.294683e+01  1.000000e-01 w
58052.0272762  2.293654e+01  1.000000e-01 w
58052.0299757  2.291537e+01  1.200000e-01 w
58052.0313754  2.274508e+01  1.200000e-01 w
58052.0327751  2.299479e+01  1.200000e-01 w
58052.0428932  2.305680e+01  8.000000e-02 w
58052.0436630  2.306664e+01  7.700000e-02 w
58052.0444529  2.310648e+01  5.300000e-02 w
58052.0452527  2.306832e+01  9.200000e-02 w
58052.0460226  2.300916e+01  8.300000e-02 w
58052.0468324  2.352999e+01  1.850000e-01 w
58052.0476423  2.318382e+01  1.090000e-01 w
